id,naiveTrue,naiveFake,halfTrue,halfFake,prob
34,1.1306511282143408e-10,-42.34330613751788,-18.413573955786845,-31.75747960313841,-9.57346847311166
35,-20.681784575118805,-42.34330613751788,-31.30870856590071,-63.51495920627682,-12.613141640389356
36,0.0,-87.46185100829068,-129.284759781151,-190.54487761883047,-30.018711577336504
37,-64.24571035190709,-81.0455924573709,-7.1846291527173145,-10.58582653437947,-3.2228137068121976
38,2.4424906541753144e-14,-37.88870609262155,-7.590094260825479,-10.58582653437947,-5.8471777917086865
39,0.0,-155.33165484932934,-138.7956905534797,-201.13070415320993,-39.18813087479816
40,8.881784197001213e-15,-54.20294401939114,-141.62745290426332,-344.6475408065674,-68.7813645711984
41,0.0,-123.2992864361991,-94.98751469242383,-148.20157148131258,-32.24185977272538
42,-55.14520998654366,-82.02642171038262,0.0,0.0,-3.502308575560878
43,0.0,-148.20157148131258,-120.30368432365476,-222.30235722196886,-50.31715997195211
44,-19.091104006277437,-21.012752312030397,-11.569270609006734,-12.239716209384405,-0.4541879538664074
45,-31.291658269281108,-28.243760628347435,0.0,0.0,0.39710553805902976
46,-40.60882595394536,-39.07962978030957,-16.71705302386261,-17.122518131970775,0.0759725566483004
47,0.0,-104.14377939622202,-333.9641474763211,-459.475940777302,-51.725076085976916
48,0.0,0.0,0.0,0.0,0.0
49,-78.3228859849098,-111.1237107488679,-242.35265649142045,-359.91810216890195,-40.01418218321747
50,0.0,-122.28763629520553,0.0,0.0,-15.932653694399871
51,5.873079800265353e-13,-42.34330613751788,-22.770282782476436,-31.75747960313841,-8.24900225121367
52,0.0,-68.95303851520002,-113.85141391238218,-158.78739801569205,-22.644592195755926
53,0.0,-113.08810412194595,-272.0269980653928,-381.08975523766094,-47.88980941146771
54,-5.718292083923887,-7.22983877815125,0.0,0.0,-0.19693691653261367
55,-41.05785782426188,0.0,-19.064847742290592,-11.751627355200291,7.572624208892533
56,-31.233271386866317,-28.957527096110116,-6.896947080265534,-10.58582653437947,-0.8249390376200993
57,0.0,-112.44281657783507,-24.712612392796252,-27.708344666350246,-15.560709427788762
58,1.5987211554602128e-14,-44.67530511571822,-14.774723413542795,-21.17165306875894,-7.765377421998713
59,-14.81993303897673,1.8312804438389363e-08,0.0,0.0,1.9308645446869297
60,-16.192769190364878,-16.116996266368677,0.0,0.0,0.00987232883076721
61,-20.132760014792453,-22.155132332785804,0.0,0.0,-0.26349154141752057
62,0.0,-83.81818117961068,-130.05665434250315,-222.30235722196886,-38.96379188872878
63,-7.590094260825479,-10.58582653437947,0.0,0.0,-0.3903089986991943
64,-26.918357667119505,-38.294171200729714,-37.678429287349445,-63.51495920627682,-9.336599576165073
65,0.0,-74.10078574065629,-7.1846291527173145,-10.58582653437947,-10.68845358386242
66,-53.01781694837351,-78.44025276091138,-45.54056556495287,-63.51495920627682,-8.776573058766163
67,0.0,-102.50227758756648,-159.39197947733507,-222.30235722196886,-32.47999299789916
68,0.002271867694317023,-10.58582653437947,0.0,0.0,-1.3795058129607851
69,-72.16219641024249,-105.35213983146163,-380.2865314583951,-550.4629797877325,-56.05894750628252
70,-48.12897271133117,-67.22108747082704,-29.66722986274197,-42.34330613751788,-6.34108501119774
71,8.881784197001248e-16,-63.51760921729196,-43.16517003900593,-95.27243880941523,-24.116533661853985
72,-18.057379896685465,-31.75747960313841,-16.2388586568774,-31.75747960313841,-6.502719321807625
73,0.0,-96.66138318155026,-192.78988240451554,-285.8173164282457,-40.87476248215229
74,-26.15661769509395,-35.055492748565335,-68.1867114634057,-105.8582653437947,-12.611803281742517
75,-21.585638873854137,-22.65368786395998,0.0,0.0,-0.1391543348415929
76,-30.980950813639414,8.077982727169377e-13,0.0,0.0,4.0364567947440015
77,0.0,-114.4710554089401,-348.76741298640036,-543.751004275276,-74.19045274142957
78,-12.172033728098409,-8.573573524852344,0.0,0.0,0.4688374228854659
79,-34.446416537025534,-52.92913267189735,0.0,0.0,-2.4080824883877088
80,0.0,-76.81444104728183,-86.67088623500567,-137.61574494693312,-25.495576077146765
81,2.997602166487878e-14,-43.20839415881722,-42.5969492925379,-63.51495920627682,-11.988753541076537
82,-41.141983344207084,6.106226635438174e-14,-28.59727161343589,-15.451191709414243,9.356809874966478
83,3.819167204710465e-14,-48.47453262700102,0.0,0.0,-6.31566660982371
84,-33.14747537480938,-37.13758430126031,-15.467870594102738,-16.429370951410828,-0.8121666963539997
85,-85.25702763613693,0.0,-110.84325911882964,-153.351968717784,-1.8149116144033766
86,-44.53824321312453,-58.46030240388656,-7.590094260825479,-10.58582653437947,-2.7246030419483067
87,0.0,-91.916451053187,-189.46510367690647,-296.40314296262517,-44.48546250369738
88,-13.4309886668417,-21.17165306875894,0.0,0.0,-1.0085183508052775
89,0.0,-77.28148958201938,-75.49547750014662,-105.8582653437947,-19.29935119460724
90,-39.77329535144405,-38.199470953578405,-17.122518131970775,-17.122518131970775,0.20505097544332654
91,-33.46690886296336,-34.91614084292626,-8.283241441385425,-5.84354441703136,0.5528648330662432
92,0.0,-89.83700951150718,-204.93254504228793,-285.8173164282457,-36.29418216851049
93,-36.22481842838836,-50.09856933885627,-20.824372633421124,-31.75747960313841,-5.131319658019269
94,-23.751112035488163,-27.30287955824208,-35.923145763586575,-52.92913267189735,-5.6326783023593805
95,-12.172033728098409,-8.573573524852344,0.0,0.0,0.4688374228854659
96,-56.342053288899535,-76.58834240145943,-24.294123952110407,-42.34330613751788,-8.124917650373053
97,-45.97881777849642,-55.41668933270049,-30.2232651119419,-38.294171200729714,-3.6832496458946817
98,0.0,-73.83150203618779,0.0,0.0,-9.619384177483516
99,-42.09854618877046,-60.1589714500486,-7.1846291527173145,-10.58582653437947,-3.38704778784352
100,0.0,-122.98078347576548,-7.590094260825479,-10.58582653437947,-16.93368369006385
101,0.0,-66.9835978687345,-22.770282782476436,-31.75747960313841,-11.459345070619705
102,0.0,-126.45181940059548,-474.90204615375603,-673.4437632634979,-76.83309873554167
103,-46.58208262095307,-70.74479798442808,0.0,0.0,-3.148120185046835
104,-68.94343831747138,0.0,-35.49421869370142,-20.1169829789551,13.657300479902462
105,-5.287509167831433,-10.58582653437947,0.0,0.0,-0.6903089986991943
106,0.0,-63.51495920627682,0.0,0.0,-8.275258890478849
107,-35.077862304502666,-63.51495920627682,-21.553887458151944,-31.75747960313841,-6.806976914647862
108,0.0,-106.51324054084952,-215.83250072742064,-381.08975523766094,-64.11665339475243
109,1.3557548408063074e-09,-26.609732377682136,0.0,0.0,-3.466937981141533
110,-57.0100260283895,-33.427534502437,-160.10887619915022,-54.51433777307838,35.17391153207013
111,0.0,-58.5495335376145,-94.39137189077947,-158.78739801569205,-27.205108961801628
112,-18.509365020428522,-27.708344666350246,0.0,0.0,-1.19851982980924
113,-15.467870594102738,-16.71705302386261,0.0,0.0,-0.1627539108405626
114,-7.590094260825479,-10.58582653437947,0.0,0.0,-0.3903089986991943
115,-20.97852331324838,-26.45558169785488,0.0,0.0,-0.7135968700489617
116,1.590727549681659e-12,-35.89627592793134,0.0,0.0,-4.67686636691334
117,-5.287509167831433,-10.58582653437947,0.0,0.0,-0.6903089986991943
118,-24.690496120321395,-34.06006469613246,0.0,0.0,-1.2207455790866557
119,-68.0226525825466,-92.20678313665393,-145.4976649593977,-211.7165306875894,-23.281851923335196
120,2.2799806681592404e-05,-16.71705302386261,0.0,0.0,-2.178040135133349
121,0.0,-56.22714581732427,-75.9009426082548,-105.8582653437947,-16.432951718137893
122,-59.80446335472968,-84.68661227503576,0.0,0.0,-3.2418539921951655
123,-59.316036402231695,-108.63350407704962,-27.83464839899366,-42.34330613751788,-10.836212218749413
124,-20.34991465382601,-31.75747960313841,0.0,0.0,-1.4862727528317972
125,-38.34910883227579,-50.74159574750509,-55.66132862833815,-84.68661227503576,-10.438460971708926
126,-28.12233047144544,-35.586120999627504,0.0,0.0,-0.9724449121413681
127,0.0,-113.03012951114465,-13.92742555315559,-21.17165306875894,-16.92879808562477
128,0.0,-65.08622513520581,-17.71085732421075,-31.75747960313841,-12.750235908822077
129,-29.904811380823364,-30.195901327153386,0.0,0.0,-0.037925627228592725
130,-44.948567366273856,0.0,-58.28561339100858,-116.44409187817416,-11.8242599650167
131,-17.81566531253072,-17.81566531253072,0.0,0.0,2.8929823996598606e-17
132,0.0,-130.85855980904273,-192.23524739005643,-296.40314296262517,-48.71702469751071
133,-9.070940938886592,-8.205848744727028,-75.9009426082548,-105.8582653437947,-8.994498539769543
134,0.0,-80.80941817898699,-14.487041341091013,-21.17165306875894,-12.56068831117827
135,-53.68669507497828,-70.74479798442808,-7.590094260825479,-10.58582653437947,-3.133192986558341
136,-36.40683629534853,-55.41668933270049,-106.02896918289287,-158.78739801569205,-18.51564844395319
137,0.0,-78.13756572881319,-17.122518131970775,-16.023905843302664,-9.846429209309099
138,-37.233514868533,-47.4390642339159,-21.383988421356545,-31.75747960313841,-4.483269117077041
139,7.831513215702788e-13,-37.041408232234346,-22.770282782476436,-31.75747960313841,-7.55822675004998
140,0.0,-91.916451053187,-14.369258305434629,-21.17165306875894,-14.043612003166363
141,-18.35144217467984,-25.62890312467041,0.0,0.0,-0.9481683398541901
142,0.0,-84.68661227503576,-159.39197947733507,-222.30235722196886,-30.158819456898982
143,2.6112445539180274e-13,-37.88870609262155,0.0,0.0,-4.93645679474393
144,-108.53300972461327,-171.63763765956045,-438.8536268287041,-698.664551269045,-87.20591308424753
145,0.0,-40.4693531764907,0.0,0.0,-5.272685031223124
146,0.0,-104.05246293375379,-7.590094260825479,-10.58582653437947,-14.467544141136358
147,-27.940008914651486,-25.881752114882588,-9.532423871145296,-5.62040086571715,1.4574458741790566
148,-33.32182876195416,-42.17410589160636,0.0,0.0,-1.153348532905892
149,0.0,-84.68661227503576,-159.39197947733507,-222.30235722196886,-30.158819456898982
150,-27.48625251457198,-24.330314308546793,-8.283241441385425,-5.84354441703136,1.1528648330662432
151,-34.37742366553858,-48.879997735109185,0.0,0.0,-1.88951636754231
152,3.3893867655024787e-09,-31.75747960313841,-6.673803528951324,-10.58582653437947,-5.326908448716234
153,-29.343894551576472,-42.45595704374735,-7.1846291527173145,-10.58582653437947,-2.7423337943198867
154,-24.15299660486083,-27.708344666350246,0.0,0.0,-0.4632204133050826
155,0.0,-95.27243880941523,-273.24339338971726,-381.08975523766094,-45.19884422645059
156,-25.025245703631164,-32.165594722261716,0.0,0.0,-0.9303042532963642
157,-47.59075741704411,-73.23235464523121,-130.05665434250315,-222.30235722196886,-31.384061072903418
158,-46.71300884774895,-67.38881022819984,-120.87488233943385,-222.30235722196886,-33.528390792943185
159,-71.64976818673819,0.0,-221.6508542097403,-129.8668050009529,37.238043954623286
160,0.0,-137.61839495794825,-78.05009142687874,-116.44409187817416,-29.60208463551776
161,-39.83272881996863,-43.97922653633522,-7.1846291527173145,-10.58582653437947,-1.5742252015364964
162,-64.65524273177776,-79.47128853780923,-208.28115573570756,-317.5747960313841,-35.156295502427426
163,-31.05352422386186,-42.34330613751788,0.0,0.0,-1.4709269960975828
164,-23.159485841185536,-20.97363238431193,0.0,0.0,0.2847912283708064
165,-34.905948866403975,-23.052566870454136,-13.793894160531067,-7.8804263442924,3.3420880268731574
166,0.0,-93.08225187400782,-29.261764754633806,-42.34330613751788,-16.104401371765974
167,-23.279509146611133,-32.33549375905711,-141.20363616213155,-201.13070415320993,-19.39808570523224
168,0.0,-85.67009153906262,0.0,0.0,-11.161814405868407
169,0.0,-87.46185100829068,-15.180188521650958,-21.17165306875894,-13.216701774913073
170,4.81392703477352e-13,-37.37788046885556,-45.54056556495287,-63.51495920627682,-10.334228151647771
171,0.0,-80.64012734926274,-259.25636947367565,-370.5039287032814,-44.32640946736418
172,-41.87364527426007,-63.699930774085914,-219.82188094923052,-370.5039287032814,-48.65197790893241
173,-35.04132317786545,-32.747996509094094,-49.63039919764471,-84.68661227503576,-10.358510191920193
174,0.0,-83.92777770765412,-48.87771023337962,-74.10078574065629,-18.602780977658604
175,-8.283241441385425,-10.58582653437947,0.0,0.0,-0.29999999999999993
176,-28.61437972684565,-41.06940993398464,-64.94787217858736,-95.27243880941523,-10.841599634982853
177,0.0002526847770868482,-10.58582653437947,0.0,0.0,-1.379242736961113
178,0.0,-104.56733039179421,-114.66638437102526,-169.3732245500715,-30.25511954143915
179,-64.48763027158708,-47.79112232870012,-200.1809012940512,-137.27052354941742,21.300501316255406
180,-59.09118004936233,-46.76145368220388,0.0,0.0,1.6064196373901825
181,-20.755379761934172,-28.40149184691019,-7.590094260825479,-10.58582653437947,-1.9069202829204421
182,-30.105482076285515,-25.813874692479505,0.0,0.0,0.5591464215846603
183,-75.67901612771419,-103.00113256332462,-260.88065191425943,-434.01888790955826,-56.194839670026
184,0.0,-104.56733039179421,-120.93472279186841,-179.95905108445098,-31.56766242581334
185,-34.006696882997055,-43.57809982982565,0.0,0.0,-1.2470422451640546
186,0.0,-67.40193153908228,-6.896947080265534,-10.58582653437947,-9.90312807504283
187,-71.17155577889241,0.0,-7.590094260825479,-4.5217885770490405,10.205607942052282
188,0.0,-56.80298369382038,-13.858432681668639,-21.17165306875894,-9.62403059349895
189,-51.909645555597564,-66.69566304763991,0.0,0.0,-1.9264457418356835
190,0.0,-131.48178359039537,-164.2152648063501,-296.40314296262517,-57.31647016567062
191,0.0,-85.46942084360047,-159.39197947733507,-222.30235722196886,-30.260810289413254
192,-47.34435361004654,-50.30475077365903,-17.258872200467692,-31.75747960313841,-4.7933708789027545
193,-61.09544753604524,-81.33062451880754,-107.76943729075973,-158.78739801569205,-18.14618088574126
194,-60.74447061322115,-59.71798436945046,-85.79181484030767,-58.830224378321745,8.33022816610884
195,-54.60614184331047,-72.82688953712305,-7.590094260825479,-10.58582653437947,-3.2846720508370475
196,0.0,-116.44409187817416,-263.539332861878,-381.08975523766094,-50.90735781411722
197,-55.20972236423213,-80.23201223013943,-7.590094260825479,-10.58582653437947,-4.170833720968947
198,-57.79144161788278,0.0,-142.93350420187917,-83.72244290656674,25.530077290496706
199,-40.04058367876775,-46.912954351016,0.0,0.0,-0.8953897981653459
200,0.0,-94.11585190994582,-14.774723413542795,-21.17165306875894,-14.206904418502477
201,-13.4309886668417,-21.17165306875894,0.0,0.0,-1.0085183508052775
202,0.0,-94.09694936257523,-14.774723413542795,-21.17165306875894,-14.204441636897387
203,0.0,-74.60734093259285,-272.8379282816091,-381.08975523766094,-42.6296867150212
204,-29.50778616488622,-52.92913267189735,0.0,0.0,-3.0515284640216804
205,0.0,-116.44409187817416,-302.4462161734577,-476.3621940470761,-68.04283261960225
206,-69.97310419116778,-67.2965229232315,-129.03160243403315,-179.95905108445098,-15.133529605892274
207,-58.995620227782474,-95.27243880941523,-308.63539766385856,-476.3621940470761,-55.716422134881725
208,-37.94744329272975,-60.1589714500486,0.0,0.0,-2.893903234008683
209,0.0,-63.98762220347885,-190.13158709238024,-322.5364650563989,-48.588736883717
210,8.663514350322418e-12,-37.37788046885556,-22.770282782476436,-31.75747960313841,-7.602065160754478
211,-13.4309886668417,-21.17165306875894,0.0,0.0,-1.0085183508052775
212,0.0,-69.13536007199397,0.0,0.0,-9.007531615098415
213,-31.115824496965896,-44.83086279832102,0.0,0.0,-1.7869096360110834
214,-60.17674741326951,-74.79058984709049,-498.5948459573181,-698.664551269045,-62.72643164754848
215,-67.85399229345165,-39.3491910728995,-260.38773238054887,-151.6083283099367,36.783449816164165
216,-34.04095142891737,1.1146639167235951e-13,-9.532423871145296,-5.438079308923196,5.679845084563192
217,-17.561021752365836,-32.62256762443775,-46.30764577525131,-74.10078574065629,-10.411629003570143
218,-7.590094260825479,-5.438079308923196,0.0,0.0,0.280382465575336
219,-24.579633527509586,-33.83957115583338,-6.203799899705588,-10.58582653437947,-2.5386249353191532
220,-132.13218153081402,0.0,-13.858432681668639,-16.20622740009662,16.501539192602976
221,1.6269056858139984e-08,-26.204267269573972,0.0,0.0,-3.4141106053678585
222,0.0,-87.7521830917576,-8.283241441385425,-5.84354441703136,-10.691403798879318
223,0.0,-56.79167562006212,-45.54056556495287,-63.51495920627682,-12.863619383738445
224,-50.57052975475276,-65.30936868652002,-14.369258305434629,-21.17165306875894,-3.988268681925727
225,0.0,-123.67393065632542,-297.7351576407873,-476.3621940470761,-70.41698705278603
226,-22.998366492042184,-20.65370494702467,-8.283241441385425,-5.84354441703136,1.047164939914485
227,0.0,-138.13360821262793,-201.6791444920858,-296.40314296262517,-46.79387603133611
228,-38.603570190646835,-68.95303851520002,-13.521960445047426,-21.17165306875894,-6.279735492929035
229,-35.472793143108944,-51.90514389386947,-13.388429052422904,-21.17165306875894,-4.50709164592434
230,0.0,-104.92825082174025,-342.0002638497621,-518.705500184594,-67.39040444283188
231,0.0,-80.21357823543178,-23.463429963036383,-27.0151974857903,-11.530653445703486
232,-36.98539040808381,-48.18685055454924,0.0,0.0,-1.459419699260738
233,0.0,-111.56832759751661,-376.3104249741749,-561.0488063221119,-70.69765443983607
234,-13.676111124874684,-17.81566531253072,0.0,0.0,-0.5393356623715543
235,-54.189485809659395,-42.82870935396248,-9.532423871145296,-4.138796324792935,3.11987263402921
236,-21.959352566260108,-31.75747960313841,0.0,0.0,-1.2765817515309914
237,0.0,-96.37370110909848,-141.07983236734955,-296.40314296262517,-59.77560966941358
238,-31.609559473061786,-24.29737477570467,-28.59727161343589,-15.451191709414243,4.94918141209896
239,-38.257117336196245,-45.18935097938393,0.0,0.0,-0.9031892455501469
240,0.0,-84.68661227503576,-159.39197947733507,-222.30235722196886,-30.158819456898982
241,-29.59520897985738,-35.24046431637443,-8.283241441385425,-4.457250055911469,0.427613890089229
242,-19.214934720987024,-27.708344666350246,-6.896947080265534,-10.58582653437947,-2.2280343154736073
243,-65.38215772523101,-87.46185100829068,0.0,0.0,-2.876726686484732
244,-20.301623361854663,-18.199087819063653,0.0,0.0,0.2739358752718783
245,-42.643273364212135,-36.4896467461343,-14.774723413542795,-21.17165306875894,-1.1429600500912982
246,-65.017245059513,-90.23281930971616,-230.3185070610928,-359.91810216890195,-42.684367735017524
247,0.0,-80.3216736181442,-191.28193678368663,-296.40314296262517,-42.422469731047116
248,0.0,-143.45928936396447,-273.24339338971726,-381.08975523766094,-51.47702921529181
249,0.0,-116.44409187817416,-21.383988421356545,-31.75747960313841,-18.324912950701822
250,1.7763568394002489e-15,-42.05827407608124,0.0,0.0,-5.479702904885
251,-87.64613635573718,-84.92279228119295,0.0,0.0,0.35481999116954316
252,0.0,-60.1589714500486,0.0,0.0,-7.838012801319411
253,0.0,-58.46030240388656,-9.532423871145296,-6.536691597591305,-6.705975026356214
254,0.0,-115.17019567464092,-391.0279480514685,-582.2204593908708,-73.12903099751342
255,-7.590094260825479,-10.58582653437947,0.0,0.0,-0.3903089986991943
256,-46.09307709768497,-61.866418782617245,-30.360377043301916,-42.34330613751788,-5.6979665643413355
257,-18.190430404472636,-24.16738534231293,0.0,0.0,-0.77872756442653
258,-27.04619103862939,-33.5518890833816,0.0,0.0,-0.8476166285293982
259,-30.06766349238524,-36.28630582211627,-82.57474613720612,-116.44409187817416,-11.106705587302732
260,-33.33010467125802,-31.93887063221201,-67.90538323932115,-95.27243880941523,-8.13849127416396
261,0.0,-73.40429548597061,-14.774723413542795,-21.17165306875894,-11.508430018534392
262,0.0,-256.23158976580703,-482.9934439705909,-677.492898200286,-92.5130174509818
263,-42.760494480966074,-66.69566304763991,-68.80381064042926,-105.8582653437947,-14.383255134903104
264,-29.013910099434003,-40.823529613088546,0.0,0.0,-1.53865577644714
265,2.2204460492503128e-16,-53.794220693196685,-71.1824437369597,-105.8582653437947,-17.550422547119304
266,0.0,-83.59503762829647,-186.5424897092392,-296.40314296262517,-44.289771907301585
267,-14.081576232982849,-21.17165306875894,-7.1846291527173145,-10.58582653437947,-1.957739252118051
268,-52.68611799050495,-73.83150203618779,-55.76223479364659,-84.68661227503576,-11.548185355487327
269,-76.92698148670046,-85.69251260187302,-9.532423871145296,-5.84354441703136,-0.020604544351636944
270,0.0,-75.34423328709278,-9.532423871145296,-5.84354441703136,-8.695033434015135
271,-66.83012969442859,-72.53491829238774,-24.30714728468809,-26.098906753916143,-1.2879733378240252
272,-60.043355263012025,-41.78788192653066,-113.13990402398368,-63.146336763994086,17.576826674540527
273,0.0,-117.54535417785742,-44.32417024062838,-63.51495920627682,-21.148907233647698
274,0.0,-67.97220926218829,-75.12900462766241,-158.78739801569205,-34.288651650921366
275,0.0,-105.8582653437947,0.0,0.0,-13.79209815079808
276,0.0,0.0,0.0,0.0,0.0
277,-47.90628491977159,0.0,-7.590094260825479,-4.664889420689714,7.1309107810978825
278,0.0,-125.35055710091223,-265.6532991288918,-370.5039287032814,-48.206951469494925
279,0.0,-78.77240133313092,-736.6033071381172,-282.9117271057626,127.66189901823924
280,-35.705624554951854,-54.0303949715806,-91.08113112990574,-127.02991841255364,-13.316155965803185
281,-7.590094260825479,-10.58582653437947,0.0,0.0,-0.3903089986991943
282,-31.890441368194505,0.0,-6.491481972157369,-10.58582653437947,2.9102469382312672
283,-11.045021964908601,-13.29387673548168,0.0,0.0,-0.2929995652385073
284,0.0,-102.50227758756648,-75.9009426082548,-105.8582653437947,-22.46206203128651
285,0.0,-105.8582653437947,0.0,0.0,-13.79209815079808
286,0.0,-143.74697143641626,-458.2181249920817,-698.664551269045,-91.82574423335151
287,0.0,-65.30936868652002,-91.64077268845216,-158.78739801569205,-28.92203573177399
288,-48.5590865072916,-48.71316489646626,-25.961794822556126,-12.584536478135394,4.046694019123579
289,100,-100,100,-100,-100
290,0.0,-57.01004034682449,-40.31730510518641,-51.330713020148906,-10.775887379804752
291,0.0,-63.51495920627682,-45.54056556495287,-63.51495920627682,-13.739584872267569
292,0.0,-74.10078574065629,0.0,0.0,-9.654468705558656
293,-22.636814571023947,-42.34330613751788,0.0,0.0,-2.5675261635003848
294,-10.212112841973498,-5.531169731989207,0.0,0.0,0.6098723288307671
295,6.45596909244738e-11,-31.75747960313841,0.0,0.0,-4.137629445247836
296,2.6540991626653772e-12,-21.46198515222586,0.0,0.0,-2.79624651669071
297,-38.117288674385385,-31.272471014246264,0.0,0.0,0.8917999618297043
298,0.0,-146.57575976768302,-145.61687433400581,-222.30235722196886,-42.40997053659443
299,-74.5310908648406,-76.43624907718609,-69.73925495764297,-55.1580238088963,4.184563849447252
300,-36.22481842838836,-50.09856933885627,-20.824372633421124,-31.75747960313841,-5.131319658019269
301,0.0,-100.42283604588664,-159.39197947733507,-222.30235722196886,-32.209066001801574
302,-16.44730971787589,-19.48425792850002,0.0,0.0,-0.39567895491000454
303,-75.41525985005785,-110.60319747215794,0.0,0.0,-4.58457814165017
304,0.0,-84.68661227503576,-75.9009426082548,-105.8582653437947,-20.14088849028633
305,0.0,-85.31082493344304,-7.590094260825479,-10.58582653437947,-12.025727151527384
306,-51.30812869788355,-70.05165080386813,0.0,0.0,-2.4420624666182165
307,0.0,-102.33307734165496,-159.39197947733507,-222.30235722196886,-32.45794817795834
308,-43.98679261689235,2.4424906541753412e-15,0.0,0.0,5.730966393041714
309,-20.601229082106915,-18.677316904331477,0.0,0.0,0.2506633327423019
310,-80.96125395444398,-101.11863323746172,-194.9084750402528,-296.40314296262517,-33.48127353257617
311,2.2204460492503128e-16,-44.99843393716575,-7.1846291527173145,-10.58582653437947,-6.896756344263494
312,-49.50788696515344,-63.47943723378685,-25.637423821657443,-38.98731838128966,-5.878780034457374
313,-18.190430404472636,-24.16738534231293,0.0,0.0,-0.77872756442653
314,-52.391451287809424,-60.44414893495558,-14.081576232982849,-21.17165306875894,-3.2045995180105984
315,-8.283241441385425,-10.58582653437947,0.0,0.0,-0.29999999999999993
316,0.0,-59.71533435843532,-75.9009426082548,-105.8582653437947,-16.887422028710702
317,0.0,-82.56541821111531,-6.896947080265534,-10.58582653437947,-11.878753651466065
318,0.0,-118.52618343086914,0.0,0.0,-15.442580227523727
319,0.0,-182.22346419393992,-438.8536268287041,-698.664551269045,-102.72570906765279
320,-69.62147192198658,-50.41890565039847,0.0,0.0,2.501870571039665
321,0.0,-58.5495335376145,0.0,0.0,-7.628321800018606
322,-53.04191449995257,-84.68661227503576,-147.0705497172933,-222.30235722196886,-26.993866491586196
323,-66.7974158097541,-39.251039290039934,-314.56998774779476,-159.68159599843946,50.67599348901226
324,-66.68366661987558,-95.9133851327967,-330.0509766709707,-571.6346328564914,-77.25120579689288
325,-6.337331292330111,-10.58582653437947,0.0,0.0,-0.553529412004277
326,-20.97852331324838,-12.930475606929532,0.0,0.0,1.0485668126845193
327,-21.714230108227124,-28.40149184691019,0.0,0.0,-0.8712722616458404
328,-38.23443969741285,-53.52221935882975,0.0,0.0,-1.9918195042518358
329,-39.43076215993626,-64.38004722757616,-130.4918298248915,-190.54487761883047,-21.507096144558112
330,-13.094252760596994,-31.75747960313841,-6.896947080265534,-10.58582653437947,-3.5530429235968892
331,-35.155794423452036,-43.02859604100919,-417.9723223591523,-635.1495920627682,-67.04895716885348
332,0.0,-70.74479798442808,0.0,0.0,-9.217222616399221
