id,account,Title,label
7963,每日热点情报,双汇被下封锁令，一位性感美女不幸被感染猪瘟！,1
1704,一个高情商的男人,1989年香港“鬼拉车”事件，究竟发生了什么？,0
1047,GIOT冠林物联网,扩散！近日洛阳交警开始查电动车了，你的电动车上牌了吗……,0
5830,平乡人,平乡这3个村子要征地啦！有你村吗？,0
2439,每晚读本书,少年娘，则国娘，中国娘炮风气越来越主流,0
10429,安徽女装工厂专卖,42岁林心如在家待产二胎，决定退出娱乐圈，霍建华居然这样说·····,1
7916,美颜护肤控,BaBy又怀孕了，却招晓明机场暴打？原因竟然是……,1
7471,水乡轶事,业委会2012上半年账目,0
3096,大旺论坛,【大旺注意】工作可以辞，社保不能断！在广东这样缴，小心被罚款,0
9272,医学考试网,邓超孙俪机场吵架大打出手，感情破裂走到尽头？,1
1543,AA企初俱乐部,孙赫：满嘴仁义道德，你们不过是在蹭我的流量！,0
7212,校园闲谈,岩坦村刚建的一幢安置房承重墙被拆掉成危房？,0
5503,美加枫情,温哥华飞北京航班忽然迫降，华人夫妇被抬下飞机，原因不光彩,0
4517,中国反传网,几百万人血本无归！龙爱量子传销组织覆灭记！,0
1723,丑闻纵晓,刚刚，传来重大好消息！太让国人兴奋了......,0
1694,恋上精典情歌,12岁少女出殡，全村人痛哭流涕,0
3394,维度11,土耳其总统对美宣战演讲：我们要为战争而战！审判美国！,0
1619,永定老乡群,▶龙岩三县“撤县升市”你会支持谁？请投票支持！,0
5417,咩咩文摘,历史悠久的日本色情文化产业，AV是儿子，桃色电影才是爸爸,0
7113,一线军评,✅法 院终于判了:停车位居民免费使用，开发商无权租售！转发让更多人知道,0
5947,来凤微友圈,来凤这些“假贫困户”要慌了！一个也跑不掉,0
5087,维基解迷,心酸！“爸爸，我不想当中国人了……”,0
462,金融五道口,当心，中国式破产来临！,0
8087,百事机秘,重大消息：小区物业费将取消 ！,1
2510,暴走漫画,17岁“杀鱼弟”服毒自杀 背后是每天动辄被毒打的绝望,0
3979,旧金山华人资讯网,华裔男女被持枪押送抬下飞机 装病占座 放油迫降后慌了...,0
5810,冯站长之家,2018年9月11日（周二）冯站长之家三分钟新闻早餐（语音版）,0
1127,蒋校长,中美贸易战，最近日本行为很异常，想要背后捅中国一刀还是？,0
711,巴彦县大小事,【突发】巴彦邻邦摩托车肇事，四人生命垂危，急寻家属,0
644,小银角大王,全民公害滴滴：以乘客女色换取司机规模,0
3657,保民传媒网,延安：洛川县卫计局涉嫌包庇博爱医院  谁监管？,0
5854,反腐实拍,最高检宣布：村长镇长县长全部清查！重点收拾农村苍蝇！,0
3054,阿SIR,首次！警方明确：黑恶势力29种日常表现，露头就打,0
8127,老崔説事,范冰冰心酸发文：相处一场，看清一人！寒心一回，远离一尺！,1
1893,眷读,刘涛真面目曝光 想不到是这样一个女人！！！,0
2065,人民精英,董文华沉寂10年真相，让人大吃一惊！看完好心疼她！,0
3786,今日昌乐,惊险 | 昌乐这个村4人被困“孤岛”，警民合力救援,0
7151,51VIP,一处失信，处处受限！失信的后果竟然这么严重？,0
8337,八卦屋,疑似曾被赵忠祥性骚扰陷的董卿，终于含泪说出了隐藏12年儿子生父到底是谁!,1
285,国人都在看,21岁大学生在父亲的怀里停止了呼吸，原因值得所有家长警醒！,0
4168,库里记,库里5个最难打破的记录，1个超乔丹，1个乔科詹都未完成,0
9052,优惠天天给,姚明病逝！娱乐圈众星默哀，六小龄童发文悼念！,1
1464,笑翻天小视频,县人民医院出事了！,0
3925,格拉条,有人总结“网上三大吹”，其中为首的就是张国荣，对此你怎么看？,0
1459,精英品读,奶粉再次地震！货船被查！万罐假奶粉专卖给中国人,0
7187,男人得会说话,1979年最大闹鬼事件！曾惊动当地各大媒体！,0
4374,法律好声音,公安部正式宣布！金融骗子们慌了！（最新骗局名单）,0
8434,紧急通知, 李连杰哭了!又一个明星病逝，你一定认识!,1
6248,镇守海,如果马航真的消失在柬埔寨，那也只剩下累累白骨了吧。,0
2808,绥德生活通,绥德：女客聚会封路，手机没信号，司机真着急！,0
9601,厘米秀哈,胡歌薛佳凝 终于在一起了，胡歌:我要当爸爸了,1
6462,小逻辑,赖昌星家族十年命运图谱:从名声显赫到家破人散,0
9700,红都子长,朱军被曝性骚扰女实习生:隔衣服猥亵 因阎维文中断,1
9437,成功必读,姚明病逝！娱乐圈众星默哀，六小龄童发文悼念！,1
1616,人民生活事,王宝强妻子马蓉这照片，你敢看吗?,0
3402,力哥理财,不生无罪，但是有税！,0
9583,火柴的理想,胡一天录音曝光：多少男人的事业毁在胯下！,1
2245,东方文弈,从曾荫权判刑和梁锦松被迫辞职，看中国现代化的差距！,0
4670,随州网,动真格！强化24小时巡查，查处零容忍！随州还想做这件事的人注意了...,0
7427,圆小兔,独家揭秘1995年轰动北京的330公交灵异事件……,0
6631,美食菜谱大搜罗,92岁老人被逼自杀，刘强东罕见发怒：我为你雪中送炭，你却要我家破人亡！,0
9900,影视资源社,迪丽热巴深夜发文宣布脱单，两人同居数月不被人知！网友：恭喜,1
8623,跟我扎头发,李连杰离开了我们，国人落泪...,1
10340,科技犬,范冰冰李晨被曝即将大婚，婚礼摄影师朋友圈宣布出发,1
10289,国际时政热点,冯小刚还不知道自己是怎么死的！,1
90,赣州630播报,求扩散！赣州12岁女孩急需救命！全城找药---注射用甲吡唑！,0
6993,闫小坏儿3,独 裁下的荒诞：“月经 警察”和“打字机 执照”,0
7559,蓼江村征地项目,蓼江村召开村民代表及支部书记会议,0
4471,预报中心,关于云南通海地震答网友疑问,0
2974,广州道盛,“牛奶很可怕”巨幅广告牌出现在美国，原来牛奶有真相...,0
6429,艳小说,恋情曝光！赵丽颖医院做手术，男友现身医院陪同，网友：太帅气了,0
7287,萌宠部落营,为什么酒店房间要放4个枕头？很多人不知道,0
502,朝闻,美国两块让国人汗颜的告示牌，告诉我们离文明有多远,0
9761,女神教你玩搭配,刘诗诗高调宣布怀孕，已满三个月，吴奇隆打脸前妻马雅舒！,1
5307,电动车老板内参,突然想骂人！电动车店不许放旧电池！有关部门：让消费者自己带走！,0
6294,中捷新鲜事,要炸了！单身要缴税，不生二胎或将交钱？你到底是生还是不生？！,0
1297,神画国际影城一九堡店,杭州女孩滴滴遇害！安全的事儿再小也是大事儿!,0
4931,城市零距离,女婴手指被门夹伤，家长大闹母婴店？最后演变成网上"口水战"…,0
4072,婚姻爱情录,黄渤全家近照曝光，背景大到不像话，难怪舒淇和林志玲都想嫁给她,0
5853,枕边歌,“黑茶”传销被曝光！多地头目被查，山东人千万不要碰！,0
6446,东北小可乐,揭秘：北京375路公交车闹鬼灵异事件之谜！到底是杀人抛尸还是灵异事件呢？,0
9770,禅心纶音,范冰冰逃税6000万！将面临坐牢！这时大佬现身了！,1
666,台州晚报,电梯挂瀑布，垃圾堆如山…临海这个知名楼盘怎么了,0
7014,悠悠娱乐圈,易烊千玺等明星晒录取通知书，却意外暴露真实姓名！,0
2937,忧伤的P哥,细思极恐！看完直冒冷汗！因为叫的外卖被偷了，差点命丧黄泉...,0
8991,樱桃Read,凯威终于承认，7年前无奈娶幂幂，原来最爱的其实是她！,1
2369,环球旅行,揭露迷奸产业链：300多人在线指导他给姑娘的火锅下药,0
10483,阿古影院,继“会计门”后冯提莫又摊上事了，或将被起诉，网友：彻底凉了！,1
9382,心灵之志,陈冠希成就已被李晨拿下，娱乐圈数十名一线女星受牵连,1
6108,武邑百姓事,棒子地里1死1伤！注意，碰到这个赶紧跑！,0
10139,圈内生活,baby再整容？张雪迎拉踩关晓彤？董洁没资源？李易峰转型成果？阮经天内地发展？,1
3258,环球华人微刊,紧急！山东已有一人感染“非洲猪瘟”！,0
8899,大国微刊,韩红为何至今不嫁？原来她未婚就有个19岁儿子，斯文帅气颜值炸天！,1
7191,同在一条船上,张凯律师  ||  好戏不如好船,0
9076,超级优惠站,姚明病逝！娱乐圈众星默哀，六小龄童发文悼念！,1
1876,野史揭秘者,南京男子当街行凶，原因是性感老婆跟高帅跑了！,0
1690,禅意与感悟,八大灵性动物，不可杀，不可食！一定要警惕！,0
8083,敢说天下事,丧尽天良！成吨滑石粉直接掺进面粉中！,1
1644,莱芜晚八点,莱芜连日突发巨响到底咋回事？真相来了！,0
10306,姀读,41岁刘涛退出娱乐圈，她将何去何从。。,1
3524,说娱乐,蔡徐坤的粉丝戾气有多重？只因角色名字带有坤，作者被骂到道歉！,0
446,沧州公交,新开一条、优化三条，这四条公交线路如何走向，您的意见很重要，快看将经过哪儿?,0
10109,内部参阅, 李连杰哭了!又一个明星病逝，你一定认识!,1
521,秦小明,经济放缓，滴滴“杀人”，犯罪上升的共同逻辑,0
9748,山东号外,41岁刘涛宣布退出娱乐圈，背后真相竟是...,1
2334,新北方,上半年，辽宁经济棒棒哒！,0
8080,婚姻情感生活篇,洪金宝范冰冰打胎照片，细数女明星黑历史,1
1976,局势环球,胆小勿看，至今无法解释~,0
5318,缅甸在线1,缅甸劳工司提醒不要去中国打黑工,0
8915,趣闻知晓,李连杰哭了，又一个明星离世，你一定认识！,1
7857,快递查询顺丰申通圆通韵达,【揭秘】安徽2300岁大蟒，渡劫失败！,1
5610,时尚日韩,日本代购圈乱象大曝光？,0
4446,长春晚报,又一个贩卖给中国人的骗局被曝光！长春人你常喝的这个非但无益，甚至……,0
4917,融水好门户,网传融水商贸城有人被砍断脚？真相是……,0
8440,厘米秀哈,关晓彤被北影开除， 关晓彤: 上北影不就是为了在娱乐圈混的好么， 我有错么?,1
2524,今日话题,日本人也把三文鱼与虹鳟混用？这不是中国人该这么做的理由丨今日话题,0
3832,庆化娱乐,赵薇与林心如终于说出了为什么不肯原谅周杰的原因,0
1316,北美生活动态,无语…孙杨第3次故意遮挡安踏商标， 我们也要说几句了,0
9783,热辣深夜,节目现场突发意外：李晨重伤、宋小宝骨折、他们3个直接当场死亡,1
3837,假装在纽约,土耳其建了那么多光鲜亮丽的高楼和大桥，最后却还是滑向深渊,0
2169,篮帝国,篮管中心缘何禁止注册球员参加ABL联赛？（下）,0
775,另类拍,好消息: 国家定了一个新节日！下个月，放假3天！放假3天！,0
9725,一起来学瑜伽,邓.超&孙.俪早已离婚?只因她，为孩子没有公开消息,1
3236,7维视角,关键少数对暴力袭警零容忍，力挺民警依法履职，向法不责众开战,0
7385,我的老伴,家里有水垢的水才是好水？央视报道水垢的真相！,0
8517,关注囯事,冯小刚还不知道自己是怎么倒下的！,1
6387,大国洞舰,国家信访局：阻止群众正常上访，严肃问责！,0
5015,掌上漳州港,重磅！国务院督查组核查厦漳R3城际铁路投资问题线索,0
3783,国学时讯,震惊！央视新闻：转基因大豆油竟然与癌症肿瘤存在这么大关系,0
9752,扒姐来了,孟美岐吴宣仪要退团？高云翔被同伙王晶指控？黄景瑜现任手撕前女友？,1
8496,看点奇葩,疑似曾被赵忠祥性骚扰陷的董卿，终于含泪说出了隐藏12年儿子生父到底是谁!,1
1590,焦点时局,土耳其已惨不忍睹！这个最“作死”的总统，只用16年就毁灭了自己的国家！,0
213,金融第一教室,北上广的白领们，离破产只有一天时间！,0
7371,百姓优生活,北京这21个镇入围“国家重点镇”户口在这的要发达了！,0
10054,每天微课程,刘诗诗高调宣布怀孕，已满三个月了！吴奇隆打脸前妻马雅舒！,1
7379,龙泉热线,500元3小时！龙泉这个小伙直呼辣眼睛.....,0
5227,吉安电信,震惊！手机没丢卡没丢，一觉醒来钱就没了！吉安人千万要注意这个…,0
2121,军界锋刃,大贪官为了升职，“奉献”女儿给领导，遭众人唾骂！,0
7842,海峡都市报,快讯！福建一家85度C被查出……还有人曾在面包中吃出蚯蚓、黑虫、螺钉……,0
2668,泰国网,东南亚海关索贿为何专盯中国人？,0
8546,职场智慧说,谢娜承认与张杰离婚，十年相爱要散?,1
1607,故乡视角,农民2018年土地确权后，20岁以下没土地的人怎么办？,0
9537,娱乐深八,谢那承认离婚，独自带娃，张尐经常半夜才回家！,1
6734,每天讲一个鬼故事,1934年营口坠龙事件到底是不是真的?为什么当时的报纸都在报道?,0
8339,小奇迹娱乐,毕福剑重归《星光大道》，还能挽回之前的收视率神话吗？,1
62,赣县,发生在身边的十大灵异事件，375路公交车闹鬼灵异事件之谜...,0
10444,艺凡国际电影城,为什么不请宝强出演《我不是药神》？徐峥：坚决不用！关系破裂？,1
129,柳州通,柳州妹在锦绣路某粉店吃出一条长6厘米的蜈蚣！太恶心,0
1799,最新黑幕爆料,延迟退休时间表出来了！你怎么看...,0
2761,襄阳播报,电视台曝光！在建行买的黄金，竟然能吸引磁铁！,0
3639,护肤哈,Angelababy吻过的男星，跑男兄弟团就占了3个，网友：贵圈真乱！,0
5527,没有买卖没有杀害,821命悬一线！紧急求救 --100多只狗将被屠杀！,0
4951,环球通信,电联合并已下达禁谈令！,0
6313,河池小城大事,22岁年轻镇长办公室内暴揍县委书记，不挨处分还连升三级当了市委书记！,0
7300,只是有料,旭旭宝宝爆发加入斗鱼后的最大危机，大批粉丝内部爆炸！,0
3445,汕尾头版,实名举报海丰县海城镇云岭社区铜钱山村干部安义友、安焕营等违法犯罪,0
252,白城之窗,吉林朋友圈疯传视频：男子狂剁女子六十刀！竟是因为…,0
9914,女生服装搭配图片,刘德华现身葬礼， 63岁周润发因病抢救无效去世? 发嫂: 60亿都捐了,1
689,zYY娱乐头条,舞帝神豪悾哥疑似破产，生病住院被迫抵押房产借高利贷！时隔一年！原女徒再与阿哲连麦，激动泪目。,0
3393,爱好军事者,要么现在，要么永不,0
7877,娱乐风云君,清华录取英雄机长，院方被罚款500万元！,1
5880,慧云书屋,“单身税”时间定了！国家正式逼婚！,0
6685,佳县微事,突发！佳县影剧院附近3名工人疏通下水道时疑似沼气中毒,0
4432,腾讯娱乐,李晨北京四合院内景曝光，还和妈妈一起吃饺子画面hin温馨,0
5829,接触临沂,惨痛！一家四口全部住院抢救！只因床上放了它！家家都有赶紧看看吧！,0
4918,章丘人论坛,章丘惊现图谋不轨滴滴司机！,0
1382,大河信阳,今天，信阳某小区的真实一幕被曝光！90%的信阳人都在强烈谴责！,0
3829,杭州去哪家族,给敬礼姿势最标准的小警察投票吧！,0
6747,热点奈曼,9月1日起，违章消分规则正式调整！请车主务必互相传达！,0
10045,碧读,杨幂刘恺威被曝已离婚，女儿并非亲生？朋友圈震惊...,1
4382,加拿大约克论坛,娘炮风气成主流，中国男人的血性去哪了？,0
1767,微澜沧,澜沧 孟连 西盟 有一批不合格食品 被！曝！光！,0
5703,青州生活帮,馒头泡水后竟成“海绵”？网传多地馒头加胶，真相在这儿！,0
3774,烟朵,浙大副校长贪污1亿3千万，坐了4年牢，可最近，国家居然又给了他2758万，这个案件离奇到你难以想象！,0
4932,萝卜精选,女孩遇害第二天，我和一个苏州滴滴司机聊了半小时…,0
4849,温州新闻网,好消息！国家定的新节日，就在下个月，放假3天！,0
7517,反传精英,安徽芜湖预警银谷在线、绩溪上河颐养、等19家非法集资公司,0
4381,加拿大约克论坛,夫妻为证明人性本善，骑车穿越ISIS领地，结果双双被杀....,0
2438,俪人公馆,杨紫：长相不出众的女演员，为什么要学Angelababy当流量小花？,0
7570,事件大收罗,终于曝光了，干这事早晚断孑绝孙！,0
8036,最爱大淮安,我市关于暴雨强制放假通知,1
9629,辣条小板凳,冯小刚怒骂李晨滚出娱乐圈！范冰冰“八个字”回呛护男友！,1
3978,反传防骗快讯,快报！涉及传销等案16起39人 中山共批捕12名“云联惠”传销骨干,0
2696,对话老板思维,华山“跳崖男子”身份确认， 隐情让人不寒而栗， 网友: 都是被逼的,0
10574,娟姐私房菜,倪萍大姐终于走了,1
4966,瞭望东方周刊,起底昆山龙哥背后团伙“天安社”,0
600,遂宁万事通,遂宁带大金链子、纹身的注意，你们已经被盯上了！,0
9238,广东妈咪圈,隐瞒了7年， 谢霆锋终于承认离婚内幕， 网友: 总算还张柏芝清白了,1
10361,深度文摘,倪萍大姐终于走了！,1
8975,槑读,杨幂刘恺威被曝已离婚，女儿并非亲生？朋友圈震惊...,1
8658,5分钟学做菜,41岁刘涛出轨选择离婚，震惊娱乐圈，她将何去何从...,1
7894,我爱狗狗,BaBy又怀孕了，却招晓明机场暴打？原因竟然是……,1
5060,新盐城,关于滨海新仁慈医院管理失职等原因致患者死亡的信访诉求,0
9539,娱乐深八,柳岩王宝强同处一室， 王宝强眼神暴露本性， 网友: 怪不得离婚!,1
10017,医美管家,罗志祥和周扬青同居试婚？我周扬青整容又如何，美就好了！,1
8042,娱闻少年,雅加达亚运开幕，现场发生大爆炸一度混乱！,1
8589,气质读书女,41岁刘涛外遇选择离婚，她将何去何从，朋友圈震惊...,1
2380,医易同修偏方针灸食疗大全,倪海清冤案是扔向中医界的一颗核弹！,0
829,海南八哥号,身份证46开头的海南人，就算是哭也要看完！,0
2449,最美辛庄,【创城、创卫】三鑫社区开展废弃物品换绿植活动,0
10003,旧拾趣,宋丹丹的悲剧人生：“我嫁了一个人渣，还生了一个废物！”,1
10346,军中密档,忠.祥与董-卿被爆性丑/闻！遭.亿万网友痛.斥！,1
4177,泰山地带,紧急！山东已有一人感染“非洲猪瘟”！大家千万注意！,0
10348,扒情局,当36岁的路征要了16岁景甜的人和心后，这个世道已经变了,1
1755,反传防骗快讯,龙爱量子传销组织覆灭记！林跃庆究竟是如何让237万会员身陷骗局,0
10555,微渎,杨幂刘恺威被曝已离婚，女儿并非亲生？朋友圈震惊...,1
4976,温哥华头条,[吃惊]温哥华空气竟然比北京还差！呼吸1天=抽9.5根烟！,0
3417,萝严肃,这位准备吸血的生父，不是出了个精子就能当爸爸的,0
4980,山东省学生联合会,【团团课堂】滴滴敲警钟，女孩需自保,0
8052,畅游盐田预约,我市关于暴雨强制放假通知,1
881,历史真有意思,杨恒均：美国华人摊上大事了！,0
3239,港联物业亳州项目服务中心,港联小区的“他们”真的是太skr了！！！,0
578,兴国将军网,兴国8月22日-29日停电公告,0
695,迎刃,抵制滴滴，从我做起！,0
7979,金城江圈,紧急通知！这牌子食盐致肾衰竭，快看你家在用吗？,1
7859,新泰微生活,东城田园地下车库被淹？几十号人从车库里往外拉车。,1
7373,老狼观察,国家重磅宣布：请为国生娃！,0
1144,金融八卦女频道,滴滴：你尽管死，我赔3倍,0
8914,趣闻知晓,清华女子光裸演出，亿万人都看傻眼了，值得一看！,1
9083,老兵之家俱乐部, 倪 萍大 姐终 于走了,1
7653,关关戏语,3问山东寿光洪灾：有时间删微博，为何不抓紧时间抗洪救灾？,0
6733,悦宝园教育,骂了三十天，植物被骂死：语言暴力对孩子的伤害有多大？,0
6027,加拿大和美国必读,还以为伊拉克是战乱地区？那是你没见到人家的生活状态！,0
9512,美学日记life,周润发私生女福喜曝光，周润发留1%财产给福喜,1
96,家居资讯,抖音网红被前男友割喉：人心到底有多可怕？,0
4959,川大研究生,开学 | 欧洲攻略扑街？别急，这有一份江安攻略请买票查收,0
8794,女生最潮打扮,董卿含泪说出赵忠祥对她的恶行：曾买通服务员开她的门！,1
10256,风水奇门八卦,毕福剑病重，医院已向家属下发病危通知书，消息是真是假？,1
6710,牛头财经,这家公司，正把几十万人中国人推向癌症边缘,0
2969,CEO商业秘笈,国家下狠手了，一人失信祸及全家，欠钱必还的时代到来！,0
9812,心灵文字,马蓉竟去了非诚勿扰，一出场24盏灯全灭，孟爷爷都笑了！,1
568,天天逆战,1934年营口坠龙事件到底是不是真的?为什么当时的报纸都在报道?,0
834,广州校园,广东出行最便利大学排行来了！你学校坐地铁、公交方便吗？,0
7784,微四川网,岳池高铁站选址，你支持修在哪？,0
1443,帝冠嘉融,悦花越有据传已被警方立案调查、秒赞估计要凉凉、优宝币继续拖延中~~~,0
7550,如疾如风,判黑中介为黑社会，美女房东激动落泪！,0
2588,时代伯乐,视角 | 娱乐圈的“P2P”：集资人跑路了，女团也黄了……,0
9990,每日推荐精彩视频,宋小宝离开了我们，令人心酸，全场落泪!!!,1
7740,核心政商资讯,滴滴司机：奸杀漂亮女生我们是专业的，因为滴滴在支持我们！,0
3257,最爱长治县,点赞！长治县：有这样一个的人，身残志坚，勇做生活强者！,0
8678,幸福时光微相册,倪萍大姐终于走了,1
8723,HKChannel,鹿晗关晓彤婚期已定？赵丽颖脑血栓？郑爽资源被沈月抢？蔡徐坤王俊凯竞争加剧？吴亦凡黄子韬和好？,1
608,微坂面,再动员！再部署！再推进！坂面镇召开扫黑除恶专项斗争推进会！,0
9985,熊老六,【信牧师的袁立和信大师的李冰冰，又打起来了】,1
6549,全景西塞,【直击社区】石料山社区：开展老年人健康体检志愿服务活动；田园社区：参观红色基地缅怀革命先烈,0
3173,神秘震惊事件,男童公交车上被乘客暴摔：你妈妈不打你，这世界会打你！,0
9897,都市乐道,董卿含泪说出赵忠祥对她的恶行：曾买通服务员开她的门！,1
1914,大国春秋,愤怒！震惊！大妈美国闹市区当街脱裤拉屎！你的动作何等＂优雅＂，再次拉低了人类文明的底线,0
2046,老火老粉,生涯30000次出手太难了！天勾28307次，乔丹26315次，第一无悬念,0
3140,澳大利亚移民家园,绝望的这组中国家庭：我们这一生，像极了西天取经,0
4060,小姐姐爱爆料,《延禧》璎珞生了6个孩子，皇上到死都不知其中有一个却是傅恒的,0
1884,灏好说,安踏，你代表不了中国体育精神风貌,0
2367,临汾百姓网,【头条】因为噪音这事！鼓楼广场居民还有话说......,0
1636,军武夜谈,不幸消息，两位中国名将逝世！媒体一次次反应冷淡......,0
3685,晋城网,晋城又现“村霸”涉黑！无法无天，令人发指！,0
5736,颍上论坛,10天内，省委书记、省长先后来到颍上这个村，为啥？,0
5912,房君来了,极端天气表示：工程质量缺陷的锅，我不背,0
4629,微悉尼,犯我中华者，讨厌~~~,0
3860,立仓百晓通,习近平：凡是群众来信，一律都要交给我过目,0
9405,发型屋,黄晓明被爆出轨！卓伟深夜爆猛料震惊娱乐圈,1
10063,成成影视,《快乐大本营》人员重新洗牌，张大大加入，何炅痛哭拒绝：累了,1
8557,军密要闻,倪 萍大 姐终 于走了,1
6844,雷立刚,昆山反杀案刚过，秦皇岛杀人案突发，血溅五尺，社会亟需温情驰援！,0
1192,吃喝玩乐in山东,1989年香港“鬼叫餐”事件，究竟发生了什么？,0
10189,每日推荐读书,林心如待产二胎，决定退出娱乐圈，霍建华居然说...,1
2409,澎湃新闻,少年小区内遭牧羊犬两次扑咬致伤，警方：狗主人拘十天,0
1142,宁夏早8点,好消息: 国家定了一个新节日！下个月，放假3天！放假3天！,0
8149,肆书所,【揭秘】安徽2400岁大蟒，渡劫失败！,1
9958,实话时説,范冰冰坐牢？给小崔递刀的人是谁？,1
10563,么么情感,毕福剑近况辛酸，烟不离手腰病缠身，还和18线女星厮混,1
2592,大家,女性朋友，地下车库远比你想象的更危险,0
4988,三井养身堂,揭秘：天津14路末班车“鬼叫车”事件！,0
5622,辽宁朝阳微友圈,“旧手机换盆换菜刀”真相，朝阳街里农村都看看！,0
852,丁咚,丁咚：对抗无妥协空间，中美关系终将破局？,0
4054,重庆聊宅,中建信和，请别以公益的名义折腾孩子,0
5779,绍兴E网,义峰山矿石核辐射会影响健康吗？——绍兴籍科普作家汪诘,0
5767,口袋山西,刷爆朋友圈！太原昨晚地震了？,0
1595,老黑100招,网红主播陈一发被封杀：被直播毁掉的中国人,0
7742,捧腹笑话,1998年“红衣.小女孩”事件究竟发生了什么？慎入...,0
3659,精英视界,美国两块让国人汗颜的告示牌，告诉我们离文明有多远,0
4527,洞见,92岁老人被逼自杀，刘强东罕见发怒：我为你雪中送炭，你却要我家破人亡！,0
3246,科技犬,李晨发微博暗示张馨予，仅有八字意味深刻，网友：小心范冰冰,0
3772,绍兴三改一拆,【人物·访谈】嵊州市：黄泽镇　刘增铨 —— 拆违要“一碗水端平”,0
9336,教你优雅瑜伽,倪萍大姐终于走了！,1
1945,龙泉热线,龙泉小叔子欠下十几万跑路，婚也退了，留下一家子惨了！,0
7213,琪姐娱乐圈,周星驰的黄金搭档， 因抢张学友老婆结怨， 女儿却被陈冠希毁了!,0
86,观察者网,上游泄洪致山东寿光被淹？水库：不泄更严重,0
4069,2018警示,深度剖析：监管的“牙齿”和云联惠“青蚨还钱”神话...,0
3808,美人美景,一位老人旅行德国的感慨：可怕的德国，令人无地自容！,0
8780,优秀学习团,姚明病逝！娱乐圈众星默哀，六小龄童发文悼念！,1
2571,墨尔本微生活,痛心！澳洲上千头牛“围攻”水车，你能做的，就是周六去趟Woolworths,0
7788,叮人的牛虻,江苏沛县副县长、公安局长曹为民疑因涉黑会场被抓走,0
4088,野史揭秘者,全国就业7.76亿，其中有3亿是18岁性感少女！,0
6465,搞笑表情包馆,史上最变态的日本A薇【水地狱】事件：女优差点死亡，导演被判刑！,0
9970,美妆微宝典,姚明病逝！娱乐圈众星默哀，六小龄童发悼念！,1
1660,落笔生根,《甄嬛传》：眉庄死后，太后为何无动于衷？心机太深了,0
1271,象甲,寿光洪灾倒塌9999间房，你信不信？,0
2214,吃瓜群众岱,从农民到市民，看中国的工业化和城市化进程（一）,0
3606,赛点,孙杨这次做得过分了,0
9712,瑜伽天天学,马蓉竟然去了非诚勿扰，一出场24盏灯全灭，孟爷爷都笑了!,1
